age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
70,0,2520,10500,12,0,1,0,0,0
69,1,3762,4350,7,1,0,0,1,0
40,0,6940,5000,7,0,2,0,3,0
44,0,2008,3041,20,0,1,0,0,0
43,0,1144,7200,9,0,0,0,0,0
48,0,13170000,0,5,0,0,0,0,0
67,0,3036,3523,8,0,2,0,1,0
27,0,2607,3500,4,0,0,0,1,0
52,0,4458,7600,10,0,2,0,1,0
62,0,1952,7000,8,0,1,0,0,0
52,0,0,5400,1,0,0,0,0,0
51,1,3595,7083,11,0,2,1,0,0
52,0,2588,5600,9,0,1,0,0,0
57,3,12030,4618,10,1,2,1,1,1
54,0,2292,8825,11,0,2,0,2,0
38,2,51620000,5400,15,0,1,0,1,0
54,0,4666,7083,5,2,2,1,0,0
57,0,5591,3737,13,1,1,0,0,0
41,0,1173,1900,8,0,0,0,0,0
58,0,9359,2450,6,0,3,0,0,0
54,0,2005,5578,3,0,0,0,1,0
59,0,35903,1200,12,0,1,0,0,0
39,0,6752,5778,7,0,2,0,0,0
75,0,3390000,5400,9,0,1,0,0,0
29,3,2862,2350,9,0,0,0,1,1
68,0,15510000,5400,8,0,1,0,0,0
47,0,40050000,5400,3,0,1,0,1,0
66,1,873,6000,8,0,1,0,0,0
24,1,4668,1400,8,0,0,1,0,1
59,0,2891,7000,5,0,1,0,1,0
31,0,9687,3201,8,0,2,0,0,0
61,0,12850000,5400,5,0,1,0,0,0
63,0,4058,7430,6,0,2,0,0,0
59,0,2560,12666,7,0,2,0,3,0
49,0,18500000,5400,9,0,1,0,0,0
74,0,1290000,5400,9,0,0,0,0,0
31,0,368,5800,3,0,0,0,0,0
54,0,9926,2300,11,0,2,0,1,0
74,1,4957,6766,16,0,4,0,0,0
49,0,5247,18333,14,0,3,0,3,0
41,0,45690000,5400,13,0,2,0,0,0
52,0,32495,6350,16,0,12,0,0,1
59,0,15660000,5400,7,1,2,0,2,1
55,1,3172,8916,9,0,2,1,0,0
40,0,2328,4954,5,0,0,0,3,0
68,0,6841,7049,19,0,6,0,1,0
36,1,540000,5400,1,2,0,0,0,1
49,0,25850000,5400,6,0,1,0,2,0
64,0,3272,4577,5,0,1,0,0,0
49,0,1895,4166,19,0,1,0,0,0
57,0,256,5800,1,0,0,0,2,0
59,0,640000,5400,7,0,0,0,0,0
64,0,1047,3625,7,0,0,0,0,0
51,0,824,3530,6,0,0,0,0,0
31,0,0,6167,2,0,0,0,0,0
52,1,2579,25600,9,0,3,0,0,1
50,0,19700000,5400,31,0,0,0,0,1
54,0,12892,400,6,0,0,0,0,0
57,1,1773,5000,8,1,1,0,0,0
83,0,0,5400,1,0,0,0,0,0
70,0,22970000,5400,13,0,1,0,0,0
55,0,2977,5080,9,0,1,0,3,0
21,1,59,2000,2,0,0,0,0,0
35,0,8750000,5400,12,0,0,0,0,0
76,0,2721,7066,11,0,1,0,0,0
38,0,4141,7725,13,0,1,0,1,0
32,1,3399,5000,7,0,1,0,0,0
80,0,1975,10000,13,0,1,0,0,0
27,0,1450,1750,1,1,0,0,0,0
71,0,4316,2700,18,0,1,0,0,0
43,0,720,24166,4,0,1,0,2,0
60,0,19330000,0,12,0,2,0,0,0
59,0,2314,5833,10,0,1,0,0,1
60,0,2523,6870,5,0,1,0,1,0
48,0,4721,8650,7,0,3,0,2,0
31,0,1234,2000,2,0,0,0,2,0
43,0,5741,1739,5,0,1,0,3,0
36,0,36,3000,1,1,0,0,0,0
32,0,7390,1137,8,0,1,0,0,0
35,0,4985,15000,18,0,2,0,0,0
40,0,1529,8303,7,0,1,0,2,0
45,0,2115,6131,17,0,0,0,1,0
60,0,8619,3600,7,0,1,0,1,0
27,0,4840000,0,3,0,0,0,1,0
87,0,26,5927,4,0,0,0,0,0
59,0,311,5100,5,1,0,0,1,0
53,2,9608,1840,13,0,1,0,1,0
62,0,3184,12895,13,0,2,0,1,0
31,0,3513,4800,12,0,2,0,0,0
35,0,5290,5000,8,0,1,0,0,0
39,0,361,4230,1,1,0,0,3,0
32,0,258,3011,4,0,0,0,0,0
55,0,10190000,5400,3,0,0,0,3,0
32,0,8436,2295,6,0,1,0,0,0
57,0,2249,18000,11,0,1,0,1,0
43,0,4268,9583,11,0,2,0,2,0
55,0,1062,4000,7,0,0,0,1,0
46,0,38210000,5400,8,0,2,0,0,0
33,0,3518,2000,2,0,0,0,1,0
46,0,1087,6880,6,0,0,0,3,0
36,1,3567,3004,5,4,0,2,1,0
39,1,36900000,5400,13,0,4,0,3,0
61,0,4263,7206,32,0,0,0,0,0
53,0,11828,1235,5,0,0,0,2,0
60,0,4347,7243,9,0,2,0,0,0
72,0,6360000,5400,8,0,1,0,0,0
47,0,1690,10530,6,0,1,0,0,0
59,0,19310000,5400,8,0,1,0,0,0
34,0,2810000,5400,3,0,0,0,0,0
39,0,2688,12500,3,0,1,0,2,0
35,0,577,3583,5,0,0,0,0,0
47,0,14940000,5400,9,0,1,0,0,0
63,0,5250000,5400,6,0,1,0,0,0
60,1,3235,20000,18,0,3,0,1,0
68,0,2913,18800,12,0,3,0,2,0
45,0,960000,0,21,0,0,0,2,0
82,0,27,2950,2,0,0,0,0,0
41,5,2850,6900,10,2,0,0,3,1
54,0,3757,1500,6,0,0,0,2,0
44,0,3004,5650,6,0,2,0,0,0
67,0,953,9500,7,0,0,0,0,0
37,1,2508,8750,9,0,2,0,1,0
67,1,1530,12083,18,0,2,0,1,0
67,1,295,5623,5,0,0,0,0,0
78,0,251,3419,3,0,0,0,0,0
72,0,18,7667,2,0,0,0,0,0
58,0,1167,14000,11,0,1,0,0,0
33,0,20700000,5400,7,0,1,0,0,0
51,1,10630000,0,2,0,0,0,0,0
63,0,1342,4484,7,0,1,0,0,0
67,1,4847,16666,9,0,2,0,0,0
44,0,2828,7500,13,0,2,0,0,0
44,0,5846,9531,8,0,1,0,2,0
40,0,2074,6001,4,0,1,0,0,0
45,1,3547,7890,12,0,1,0,3,0
66,0,4089,3501,10,0,2,0,0,0
50,0,595,2250,19,0,0,0,1,0
34,0,7396,5299,4,0,2,0,1,1
41,0,5160000,5400,2,2,0,1,0,1
57,1,5298,6674,12,0,2,0,2,0
51,0,176,2435,6,0,0,0,0,0
33,1,2082,3500,5,0,0,0,4,1
65,0,2388,5133,9,2,0,0,0,1
61,0,17580000,5400,6,0,1,0,2,0
39,0,2800,9500,5,1,1,0,2,0
40,0,634,5500,4,0,0,0,1,0
53,1,2532,14275,15,0,2,0,1,0
57,0,5154,4050,6,0,2,0,0,0
43,0,7600,4583,7,0,1,0,0,0
39,0,3874,5466,6,0,1,0,2,0
36,0,3951,3798,4,0,1,0,1,0
60,0,2442,11100,8,0,0,0,0,0
67,0,70000,5400,8,0,0,0,0,0
35,0,3721,2600,6,0,1,0,0,0
52,0,2145,4833,6,0,0,0,2,0
45,1,4838,5166,6,0,1,0,1,0
53,0,3233,7511,6,0,1,0,0,0
45,0,4333,14499,9,0,1,0,2,0
31,0,1125,5284,5,0,0,0,3,0
63,2,3612,5400,8,0,1,0,0,0
82,0,0,1996,0,0,0,0,0,0
45,0,1831,3466,4,1,1,0,0,0
45,0,35140000,5400,5,0,1,0,0,0
63,2,64,8000,0,0,0,1,0,1
30,0,1521,7202,9,0,1,0,0,0
71,0,22180000,5400,12,0,1,0,0,0
81,0,16240000,5400,22,0,0,0,0,0
24,0,0,1,3,0,0,0,0,0
48,0,8110000,5400,7,0,1,0,0,0
44,0,1723,4166,5,0,0,0,0,0
65,2,5681,8050,15,0,1,0,0,0
43,0,4171,3300,19,0,2,0,1,0
62,0,5339,6936,14,0,2,0,1,0
42,0,3524,4681,2,0,1,2,2,1
66,0,175,8853,8,0,0,0,0,0
57,0,3201,7333,12,0,1,0,0,0
46,0,6696,4500,10,0,1,0,3,0
57,0,31740000,5400,8,0,1,0,0,0
35,0,22220000,5400,10,0,1,0,0,0
52,0,3331,5399,11,0,1,0,1,0
35,0,5338,4000,4,0,1,0,0,0
62,0,2850,7700,11,0,1,0,1,1
42,0,1697,83333,7,0,1,0,2,0
42,0,6473,4000,11,0,1,0,2,0
46,0,3130,2500,6,0,1,0,0,0
61,0,5155,7083,14,0,2,0,2,0
28,0,1399,3916,5,0,0,0,0,0
45,0,1444,3460,6,0,0,0,2,0
39,0,4255,18250,8,0,3,0,4,0
61,0,1364,10500,14,0,2,0,0,0
25,0,7790,800,5,0,0,0,1,0
34,0,2929,7568,8,0,1,0,3,0
39,1,2336,4100,13,0,1,0,0,0
72,0,5857,5300,15,0,2,0,1,0
50,0,1005,7200,10,0,0,0,0,0
53,0,5279,6983,12,0,2,0,2,0
75,0,4860000,0,6,0,0,0,0,0
66,0,6515,3621,6,0,1,0,0,0
60,0,2825,8583,8,0,1,0,2,0
52,0,4043,8222,9,0,2,0,0,0
57,0,4995,6000,9,0,2,0,3,0
42,2,1092,4467,4,0,0,0,0,0
47,0,4431,3916,11,0,1,0,1,0
47,4,6294,3750,14,0,1,0,0,1
73,0,1712,10500,13,0,1,0,0,0
51,0,0,5400,1,0,0,0,0,0
67,0,47770000,5400,15,0,3,0,0,0
56,0,3640,8500,19,0,2,0,1,0
30,0,4325,3000,10,0,2,0,1,0
51,1,19260000,5400,7,0,1,0,2,0
50,0,25940000,5400,2,0,1,0,0,0
29,0,1168,3200,5,3,0,0,3,0
42,0,2396,5416,10,0,1,0,2,0
69,0,7380000,5400,20,0,0,0,0,0
28,0,2966,4833,10,0,0,0,0,0
26,0,2409,4000,11,0,0,0,0,0
64,0,1079,2000,6,0,0,0,0,0
46,0,12900000,5400,4,0,1,0,0,0
64,0,3730000,5400,3,0,1,0,0,0
35,1,850000,5400,2,0,0,0,0,1
40,0,89,4691,5,0,0,0,0,0
75,0,240000,5400,1,0,0,0,0,0
41,2,2185,3000,4,1,0,0,0,0
75,0,3298,3000,11,0,1,0,0,0
72,0,1408,4565,6,0,1,0,3,0
54,0,1678,5425,10,0,0,0,1,0
42,0,19280000,5400,3,1,1,0,0,1
83,0,799,1200,3,0,0,0,0,0
52,0,3921,7650,8,0,2,0,1,0
52,0,21250000,5400,4,0,1,0,0,0
33,0,18500000,5400,11,0,2,0,0,0
69,0,6277,3303,12,0,2,0,0,0
65,1,19690000,0,11,0,2,0,0,0
55,0,4193,2200,7,0,0,0,0,0
43,0,5465,4500,9,0,1,0,3,0
36,1,3109,11400,8,0,1,0,3,0
59,1,3022,6500,9,0,2,0,0,0
42,0,3193,3700,7,0,1,0,2,0
32,0,5257,4166,8,0,2,0,1,0
52,0,3608,14300,7,0,3,0,2,0
51,0,6827,9000,8,0,2,0,3,0
51,0,9810000,5400,9,0,1,0,0,0
30,0,2764,1200,4,0,1,0,0,0
73,0,300,2560,4,0,0,0,0,0
66,0,2685,4211,7,0,1,0,2,0
27,0,71,4166,1,0,0,0,0,0
72,2,5325,5666,10,0,2,1,0,0
49,0,37270000,5400,5,0,2,0,2,0
51,0,23318,7800,10,0,8,0,0,0
36,0,3614,6600,8,0,2,0,2,0
45,2,3202,3190,5,0,0,0,0,0
53,0,4005,10833,15,0,2,0,2,0
54,2,299,2400,3,0,0,0,1,0
66,0,1269,9500,22,0,0,0,0,0
47,0,3488,4800,8,0,1,0,2,0
45,1,8387,6100,11,0,4,0,4,0
30,1,1699,2500,7,0,0,0,0,0
35,0,8356,3833,12,0,1,0,2,0
54,0,1350,4228,6,0,0,0,0,0
58,0,6245,5550,23,0,2,0,0,0
82,0,835,10500,10,0,1,0,0,0
69,0,4910,12600,6,0,1,0,0,0
42,0,344,7817,2,0,0,0,1,0
36,0,526,6000,11,0,0,0,0,0
65,0,44380000,5400,29,0,3,0,0,0
60,0,3933,10866,19,0,1,0,1,0
69,0,88,3500,5,0,0,0,0,0
58,0,18760000,5400,5,0,1,0,0,0
51,0,4293,7100,12,0,1,0,1,0
67,0,613,6500,10,0,0,0,0,0
38,1,2999,4300,6,0,1,0,0,0
72,3,6477,4700,7,2,1,4,1,0
41,2,836,5400,2,0,0,0,1,0
36,0,1143,3200,4,0,0,0,0,0
72,0,15980000,5400,27,0,0,0,0,0
78,0,4761,3500,20,0,0,0,0,0
51,0,6431,6324,16,0,4,0,2,0
26,0,2027,2800,1,0,0,0,1,1
52,2,5772,5388,8,0,1,0,0,0
54,0,3956,5416,8,0,2,0,1,0
82,1,227,1800,14,0,0,0,0,0
52,0,5074,13666,10,0,4,0,2,0
59,0,81780000,5400,9,0,2,0,0,0
59,0,350000,0,2,0,0,0,0,0
42,0,3960,9061,7,0,2,0,1,0
69,0,4266,6377,10,0,2,0,1,0
55,0,10510000,0,8,0,2,0,0,0
36,0,1418,6666,5,1,0,0,2,0
63,0,118,2700,11,0,0,0,0,0
43,0,23760000,5400,6,0,1,0,3,0
61,1,19850000,5400,12,0,1,0,0,0
45,1,3266,8200,10,0,2,0,1,0
29,0,3834,8000,14,0,1,0,0,0
24,0,0,1530,2,0,0,0,0,0
41,0,3389,7166,9,0,2,0,5,0
27,0,1310,1800,5,0,0,0,0,0
55,0,2813,5429,5,0,0,0,1,0
87,0,24,3651,6,0,0,0,0,1
30,1,71,3210,4,0,0,0,0,0
69,0,22090000,5400,11,0,2,0,2,0
79,0,1403,10500,2,0,0,0,2,0
44,0,73,2583,2,0,0,0,2,0
74,0,1969,1228,5,0,1,0,0,0
83,0,4377,2249,3,0,1,0,0,0
33,0,1904,9583,16,0,0,0,0,0
30,0,25050000,5400,5,0,1,0,1,0
40,2,1110,3800,7,1,0,2,1,0
45,0,3579,7000,8,0,2,0,0,0
69,0,1245,10000,11,0,2,0,0,0
79,0,284,2810,3,0,1,0,0,0
57,0,83,6200,6,0,0,0,2,0
33,0,11544,2900,9,0,3,0,1,0
77,0,2342,6308,7,0,2,0,0,0
81,1,21100000,5400,6,0,0,0,0,0
51,0,1538,12420,14,0,1,0,2,0
48,0,4132,6634,9,0,2,0,1,0
40,0,8330,4000,13,0,1,0,2,0
60,0,9093,2800,19,0,1,0,0,0
45,0,12210000,5400,7,0,1,0,0,0
48,2,344,5510,13,0,0,0,1,0
46,0,37380000,5400,6,0,1,0,0,0
24,0,3,2916,1,0,0,0,0,0
62,0,24160000,5400,16,0,2,0,1,0
75,0,20480000,5400,6,0,1,0,0,0
53,0,3048,9666,13,0,2,0,0,0
47,1,79280000,5400,14,0,5,0,0,0
70,0,2477,12500,11,0,2,0,1,0
64,1,1622,13517,17,0,2,0,0,0
41,0,5666,8000,11,0,4,1,3,0
54,0,1543,4779,9,0,1,0,0,0
67,0,4424,2040,11,0,1,0,0,0
74,0,3293,15000,23,0,2,0,0,0
60,0,3571,8690,6,0,1,0,2,0
61,0,26270000,5400,4,0,1,0,0,0
49,0,15260000,5400,3,0,1,0,0,0
67,1,766,28000,7,0,2,0,1,0
44,0,14555,5000,7,0,1,0,1,0
55,2,3053,2779,5,2,0,1,0,1
59,0,71,6000,7,0,0,0,0,0
78,0,60,5481,4,0,0,0,0,0
46,0,10474,6000,19,0,4,0,1,0
40,0,20470000,5400,9,0,1,1,2,0
55,0,3104,8000,10,0,1,0,0,0
34,0,1598,12383,7,0,1,0,2,0
55,0,4783,5324,10,0,2,0,0,0
56,1,11330,450,2,0,1,0,0,0
29,0,64,1400,1,2,0,1,1,1
55,0,580,10998,7,0,0,0,1,0
32,0,1808,7916,5,0,0,0,0,0
37,0,56,6500,3,0,0,0,0,1
69,0,110000,5400,0,0,0,0,0,0
37,0,7870000,5400,8,0,1,0,0,0
44,0,210000,5400,4,0,0,0,0,0
41,0,3093,8500,10,0,1,0,0,0
61,0,15950,4200,23,0,4,0,0,0
55,0,19,15986,5,0,0,0,1,0
27,0,190000,5400,3,0,0,0,0,0
55,0,1901,5000,3,3,0,0,0,0
57,2,17150000,5400,4,2,2,0,0,0
59,1,22150000,5400,8,0,1,0,0,0
49,0,419,9500,8,0,0,0,0,0
67,0,9330000,5400,5,0,1,0,0,0
49,0,10956,6000,9,0,4,0,2,0
59,0,187,71335,17,0,1,0,0,0
40,0,1622,8650,12,0,1,0,3,0
50,0,3460,1600,7,0,0,0,0,0
70,0,340000,5400,4,0,0,0,0,0
42,0,238,5500,10,0,0,0,1,0
63,0,3644,6000,13,0,2,0,0,0
36,0,1255,4174,5,0,0,0,0,0
43,2,4422,2292,4,0,1,0,0,0
45,98,0,2950,0,98,0,98,2,0
50,0,2092,12000,13,0,2,0,0,0
50,0,3625,7465,15,0,1,0,1,0
89,0,0,5400,3,0,0,0,0,0
52,0,3434,12000,11,0,1,0,2,0
60,0,2188,10000,11,0,1,0,0,0
40,0,10799,3000,5,0,2,0,1,0
50,0,3226,8945,9,0,1,0,3,0
48,0,748,3100,2,8,1,0,0,0
63,0,17260000,5400,8,0,2,0,0,0
54,0,4160,3400,12,0,1,0,0,0
49,0,14330000,5400,5,0,1,0,2,0
68,0,27160000,5400,16,0,1,0,0,0
66,2,2897,11666,4,0,1,0,0,0
47,0,8574,5416,11,0,3,0,2,0
52,0,14420000,5400,3,0,1,0,0,0
76,0,30000,5400,5,0,0,0,0,0
53,0,4619,3073,6,1,1,0,4,0
42,0,50,2750,2,0,0,0,0,0
60,0,591,33333,20,0,2,0,2,0
64,1,2692,10500,18,0,1,0,0,0
22,0,21,929,5,0,0,0,0,0
51,0,3354,7500,11,0,1,0,4,0
52,0,12604,7463,30,0,2,0,1,1
66,0,6575,4309,12,0,3,0,0,0
62,0,2248,6425,11,0,3,0,0,0
61,0,28430000,5400,6,0,1,0,0,0
58,1,2721,2200,8,0,1,0,0,0
75,0,4179,3600,10,0,1,0,1,0
52,0,2643,11088,15,0,2,0,1,1
58,0,4334,3340,14,0,1,0,0,0
41,0,3013,4300,16,0,0,0,1,0
68,0,6800,3600,24,0,2,0,0,0
37,1,5619,1800,13,1,0,0,0,0
38,0,2116,4166,8,0,1,0,1,0
57,0,6204,3000,7,0,2,0,0,0
53,0,4029,8100,9,0,1,0,1,0
58,1,386,3000,4,3,0,1,0,0
81,0,4900,4633,11,0,1,0,0,0
57,1,50530000,5400,3,3,3,0,1,0
46,0,32030000,5400,6,0,1,0,0,0
75,0,3544,1957,7,0,0,0,1,1
48,0,5995,6250,5,0,1,1,0,1
55,2,33110000,5400,26,0,2,1,0,0
28,0,1230,2592,3,0,0,0,0,0
52,0,10686,3000,12,0,1,0,0,0
47,0,5000000,5400,5,0,1,0,0,0
61,3,3735,12136,12,0,2,0,0,0
52,0,19660000,0,7,0,1,0,0,1
38,1,233,2400,4,0,0,0,2,1
34,0,2546,4000,7,0,1,0,0,0
49,0,14800000,5400,18,0,1,0,0,0
28,2,2682,5200,7,0,0,0,1,0
41,2,2557,8950,12,1,1,2,1,0
55,1,2684,9166,10,0,1,0,1,0
51,0,1451,6666,4,0,2,0,0,0
33,0,2878,2500,3,1,0,0,0,1
54,0,51110000,5400,14,0,2,0,1,0
52,0,1654,8691,3,0,1,0,0,0
38,0,2859,2083,4,0,0,0,0,0
49,0,2297,14035,15,0,2,0,3,0
85,1,3890,6500,19,0,1,0,0,0
59,0,3651,9500,8,0,2,0,0,0
71,2,3074,3830,9,0,0,0,0,0
58,0,2187,6459,5,0,1,0,2,0
78,0,7250000,5400,5,0,1,0,0,0
40,1,1641,1760,6,0,0,1,1,0
60,0,1351,5091,7,0,1,1,0,0
88,0,350000,5400,2,0,0,0,0,0
23,0,850000,5400,3,0,0,0,0,0
28,1,23450,764,14,0,0,0,0,0
40,0,1313,2535,2,0,0,0,2,0
73,0,3772,9800,13,0,2,0,0,0
81,0,14010000,5400,14,0,0,0,0,0
49,0,1569,61200,18,0,5,0,1,0
51,1,17050000,5400,6,0,1,0,2,0
38,1,7579,2255,8,0,1,0,0,0
33,2,1588,3500,12,0,0,0,0,0
56,1,1816,6565,12,0,1,0,1,0
57,0,6257,3000,16,0,1,0,0,0
54,0,4932,5909,12,0,2,0,1,0
42,1,1311,6650,7,0,0,1,2,0
80,1,4067,6364,19,0,2,0,0,0
38,0,4086,7421,11,0,2,0,2,0
44,2,3610000,5400,5,1,0,2,0,0
59,1,6660,5583,4,0,1,0,1,0
55,0,2083,12900,2,0,1,0,0,0
62,0,20310000,5400,15,0,2,0,0,0
58,0,3267,15500,13,0,3,0,0,0
54,0,481,3300,1,4,0,1,3,1
78,0,1397,4000,6,0,1,0,0,0
59,0,3158,18523,12,0,1,0,1,0
57,0,1419,21250,8,0,2,0,2,0
66,0,20230000,5400,12,0,1,0,0,0
82,0,9,4150,7,0,0,0,0,0
42,0,4704,3600,13,0,2,0,0,0
49,1,5688,5000,15,0,2,0,0,0
52,1,6877,3666,14,0,2,0,1,0
47,0,57750000,5400,18,0,3,0,1,1
58,0,125,5833,3,0,0,0,0,0
62,0,2225,16083,8,0,2,0,0,0
46,0,33530000,5400,7,0,1,0,1,0
49,0,5776,6333,7,0,2,0,2,0
67,0,869,10645,6,0,1,0,1,0
25,0,539,4300,4,0,0,0,0,0
65,0,2281,9454,11,0,1,0,0,0
62,2,4784,6083,19,1,2,0,1,1
71,0,5324,2600,10,0,2,0,0,0
89,0,11,11000,10,0,0,0,0,0
58,0,23350000,5400,7,0,3,0,2,0
33,0,2466,14000,8,0,1,0,0,0
57,0,108,9500,3,0,0,0,1,0
52,1,6223,8701,14,0,3,0,0,0
47,0,2674,10593,7,0,2,0,2,0
50,0,5573,7000,9,0,2,0,0,0
66,0,6520000,5400,5,0,1,0,0,0
43,0,2276,4400,4,0,0,0,0,0
59,0,4322,13243,15,0,2,0,0,0
52,0,4835,6946,15,0,2,0,1,0
84,0,1174,5500,7,0,0,0,0,0
86,0,14280000,5400,5,0,1,0,0,0
58,2,3609,3595,2,0,1,1,0,0
59,0,4253,1600,6,0,1,0,0,0
23,0,7,4173,2,0,0,0,0,0
60,0,3723,6300,4,0,2,1,1,0
42,1,3760,4100,10,0,1,0,0,1
36,1,3629,19300,14,0,4,0,0,0
32,0,246,8000,9,1,0,0,0,0
70,1,8385,2000,9,0,0,3,0,0
30,0,3626,2420,8,0,2,0,0,0
47,0,26140000,5400,8,0,1,0,0,0
32,0,1870,3400,5,0,0,0,3,0
43,2,3670,9166,6,0,1,0,3,0
50,0,31860000,5400,8,0,2,0,1,0
29,0,1446,4120,11,0,0,0,0,0
59,0,164,2499,14,0,0,0,1,0
51,1,221,6083,3,3,0,0,8,1
31,0,1625,4833,2,0,2,0,0,0
47,0,4758,14500,19,0,2,0,0,0
50,0,2975,11145,7,0,0,0,0,0
64,0,29510000,5400,9,0,2,0,1,0
63,0,4232,15800,16,0,2,0,0,0
36,0,5327,5666,8,0,2,0,2,0
64,0,8344,4500,10,0,1,0,0,0
29,0,410000,5400,2,0,0,0,0,0
25,0,2504,1049,9,0,0,0,0,0
32,1,7412,5000,8,0,2,0,0,0
43,0,583,20000,12,0,1,0,3,0
36,0,3920,4800,5,0,1,0,3,0
74,0,6543,4012,18,0,2,0,2,0
26,0,3098,2000,3,0,0,0,0,0
44,0,3177,7761,4,0,1,0,4,0
30,0,31450000,5400,13,0,2,0,0,0
55,0,3386,5500,8,0,1,1,1,0
56,1,6440,7000,19,0,3,0,1,0
52,0,11032,1268,11,0,1,0,0,0
63,0,2647,3666,13,0,0,0,0,0
58,0,6154,8209,13,0,2,0,0,0
69,0,3630000,5400,9,0,0,0,0,0
68,0,2864,7467,7,0,2,0,3,0
90,0,420000,5400,6,0,0,0,0,0
49,0,2506,6250,6,0,1,0,0,0
62,0,6657,9400,20,0,3,0,2,1
39,0,4092,3430,4,0,0,0,0,0
50,0,3281,12000,7,0,1,0,2,0
72,0,2328,5450,7,0,1,0,1,0
62,1,3953,4167,21,0,0,0,0,1
24,0,107,2500,1,0,0,0,0,0
66,1,7120,5042,11,0,2,0,0,0
77,0,10000,5400,1,0,0,0,0,0
40,0,3723,8500,9,0,2,0,0,0
29,0,3187,2600,7,0,0,0,3,1
84,0,0,12500,1,0,0,0,0,0
61,0,4545,2960,12,0,1,0,0,0
76,0,1880,10436,14,0,0,0,0,0
67,0,9700000,5400,4,0,1,0,3,0
45,1,1850000,5400,2,0,0,0,0,0
85,0,5769,5500,4,0,2,0,1,0
43,1,48,3100,2,2,0,0,3,1
57,0,31420000,5400,8,0,1,0,0,0
60,0,3255,13583,11,0,1,0,0,0
40,1,2797,3416,4,0,1,0,2,0
87,0,34,4000,7,0,0,0,0,0
78,0,2645,3333,5,0,1,0,0,0
59,0,6325,5779,6,0,1,0,2,0
59,0,1889,3011,4,0,0,0,0,0
74,0,190000,5400,9,0,0,0,0,0
51,0,2289,2991,8,0,1,0,0,0
63,0,3940,3166,12,0,1,0,0,0
40,0,3618,6982,5,0,3,0,0,0
60,0,0,5400,1,2,0,0,0,0
43,0,160,11096,5,0,0,0,2,0
49,0,3886,9000,9,0,1,0,3,0
75,0,137,3350,7,0,0,0,0,0
50,1,7808,3749,3,3,2,0,0,1
72,0,1423,22000,16,0,1,0,0,0
23,0,9,2000,2,0,0,0,0,0
51,0,37,1334,1,0,0,0,0,1
72,0,3944,5503,15,0,1,0,0,0
38,0,13680000,5400,4,0,1,0,0,0
63,0,2850,12666,7,0,2,0,0,0
61,0,2223,3300,5,0,0,0,0,0
52,0,3227,4005,7,0,0,0,3,0
43,0,328,6300,3,0,0,0,3,0
50,0,1486,6250,11,0,1,0,0,0
49,0,6561,6115,15,0,1,0,0,0
56,0,6319,4583,7,0,1,0,0,0
41,0,3277,6813,7,0,0,0,0,0
53,0,1674,6358,9,0,1,0,0,0
35,0,0,3559,0,1,0,0,2,0
65,0,17230000,5400,11,0,1,0,0,0
51,0,30,5571,2,0,0,0,0,0
69,0,2247,1374,9,0,0,1,2,0
68,1,17200000,5400,6,0,1,0,0,0
56,0,52150000,5400,6,0,1,1,0,0
51,0,2257,8666,9,0,1,0,3,0
71,2,4754,4277,11,0,2,0,0,0
41,2,5237,3600,4,1,1,1,1,1
54,0,5307,5114,9,0,1,0,1,0
79,0,195,2200,5,0,0,0,0,0
25,0,1140,2900,5,0,0,1,0,0
34,0,0,1000,1,0,0,0,0,0
73,0,340000,5400,24,0,0,0,0,0
82,0,885,10500,7,0,0,0,0,0
67,0,7382,2666,5,0,1,0,0,0
74,0,68880000,0,6,0,1,0,0,0
34,0,1919,2641,5,0,0,0,0,0
60,0,5230,11000,15,0,3,0,1,0
57,0,2176,11583,3,0,1,0,3,0
66,0,3916,9754,8,0,1,0,1,0
76,1,1798,1100,9,0,0,0,0,0
60,0,2055,12500,11,0,1,0,1,0
66,0,19720000,5400,4,0,2,0,0,0
43,0,1774,4045,2,0,0,0,1,0
42,0,3999,2557,5,0,2,1,2,0
73,0,29630000,5400,18,0,2,0,0,0
65,0,12279,2421,6,0,1,0,0,0
39,0,3293,4125,6,0,1,0,2,0
44,0,7100,3000,13,0,2,0,1,0
69,0,1005,10500,6,0,1,0,0,0
72,0,67,2500,4,0,0,0,0,0
78,0,3220000,5400,7,0,1,0,0,0
52,0,2765,3000,13,0,0,0,2,0
77,0,5519,7800,11,0,1,0,1,0
75,0,3400000,5400,3,0,1,0,0,0
49,1,3721,7652,11,0,2,1,1,0
59,0,3668,4500,10,0,0,0,2,0
65,0,16353,1170,19,0,2,0,0,0
74,0,1033,5000,10,0,1,0,0,0
62,0,3899,25000,26,0,6,0,0,0
61,1,1123,10166,5,0,0,0,0,0
55,0,2503,8400,6,0,2,0,0,0
54,0,11730000,5400,4,0,2,0,0,0
45,0,4639,5000,12,0,3,0,2,0
58,0,5033,11416,14,0,3,0,0,0
44,0,5375,3772,8,0,1,0,3,1
26,0,1631,2800,3,0,0,0,0,0
36,0,2231,14826,8,0,1,0,0,0
35,0,68396,9200,5,0,3,0,2,0
